ID	publication	order	genus	species	subspecies	single_on	mean_on	deviation_on	minimum_on	maximum_on	n	max_reported_internal_diff	condition	problem	data_notes	text_notes
1913	karlsson2007relationship	Odonata	Tramea	basilare		68							tandem guarders			
1914	karlsson2007relationship	Odonata	Urothermis	edwardsii		38							tandem guarders			
1915	karlsson2007relationship	Odonata	Diplacodes	lefebvrii		86							tandem guarders			
1916	karlsson2007relationship	Odonata	Symetrum	vulgatum			30	6.9					tandem guarders			
1917	karlsson2007relationship	Odonata	Symetrum	danae		36							tandem guarders			
1918	karlsson2007relationship	Odonata	Sympetrum	frequens			32.5	9.6					tandem guarders			
1919	karlsson2007relationship	Odonata	Sympetrum	infuscatum			34	7.5					tandem guarders			
1920	ueno1999reproduction	Hymenoptera	Pimpla	nipponica					10	14						Females had 5-7 ovarioles per ovary (10-14 ovarioles per female), each containing one mature egg at most (Fig. 2)
1921	ueno1999adult	Hymenoptera	Agrothereutes	lanceolatus			9.95	0.58								The number of ovarioles per female wasp was 9.95 +- 0.58
1922	tripp1961biology	Hymenoptera	Euceros	frigidus		100										Euceros female possesses approximat.ely 100 ovarioles
1923	gauld2002suprageneric	Hymenoptera	Iseropus						8	14						It is interesting to note that species of Iseropus have more ovarioles (8–14, mean 9.9)
1924	gauld2002suprageneric	Hymenoptera	Polysphincta						2	6						Conversely, members of the Polysphincta genus-complex have consistently fewer ovarioles (2–6, mean 3.2) (Iwata, 1960)
1925	price1972parasitiods	Hymenoptera	Lamachus	lophyri					16	24						Typically, Scolobatinae have large oviducts capable of egg storage and 8-12 ovarioles per ovary (Pampel 1914, Iwata 1960)
1926	price1972parasitiods	Hymenoptera	Olesicampe	lophyri					16	24						Typically, Scolobatinae have large oviducts capable of egg storage and 8-12 ovarioles per ovary (Pampel 1914, Iwata 1960)
1927	price1972parasitiods	Hymenoptera	Exenterus	amictorius		10										Cteniscini generally have small egg storage capacity and about 5 ovarioles per ovary
1928	price1972parasitiods	Hymenoptera	Exenterus	diprionis		10										Cteniscini generally have small egg storage capacity and about 5 ovarioles per ovary
1929	price1972parasitiods	Hymenoptera	Gelis	urbanus					6	8						Gelinae generally have no egg storage capacity, other than the ovarioles themselves, and only 3 or 4 ovarioles per ovary (Pampel 1914, Iwata 1960)
1930	price1972parasitiods	Hymenoptera	Mastrus	aciculatus					6	8						Gelinae generally have no egg storage capacity, other than the ovarioles themselves, and only 3 or 4 ovarioles per ovary (Pampel 1914, Iwata 1960)
1931	price1972parasitiods	Hymenoptera	Pleolophus	basizonus					6	8						Gelinae generally have no egg storage capacity, other than the ovarioles themselves, and only 3 or 4 ovarioles per ovary (Pampel 1914, Iwata 1960)
1932	price1972parasitiods	Hymenoptera	Pleolophus	indistinctus					6	8						Gelinae generally have no egg storage capacity, other than the ovarioles themselves, and only 3 or 4 ovarioles per ovary (Pampel 1914, Iwata 1960)
1933	price1972parasitiods	Hymenoptera	Euceros	frigidus					100	460						Euceros species have short ovipositors and are capable of massive egg production, having from 50 (Tripp 1961) to about 230 ovarioles per ovary (Iwata 1960)
1934	grosch1977variation	Hymenoptera	Habrobracon	juglandis		4										The parasitic wasp Habrobracon juglandis (Ashmead) = Bracon hebetor Say has been the subject of intensive laboratory investigation since 1918 (P. W. Whiting, 1918), and the number of ovarioles has been repeatedly reported to be four (two per ovary)
1935	kugler1967biology	Hymenoptera	Agrothereutes	tuneatus					14	22						This assumption is further corroborated by the fact that each of the ovaries of a parasitic female contains 7 to 11 ovarioles, with one, or rarely two ol- three ripe eggs in each during the period of maximum fecundity
1936	price1974energy	Hymenoptera	Exenterus			8.8										Mean number of ovarioles per female, mean volume per egg in mm 3 , and mean total egg volume of mature eggs carried at any one time (total reproductive effort) in a sam,ple from, each of 13 subfamilies of Ichneumonidae. These are ranked in order of increasing egg production as estimated by the number of mature eggs contained in both ovaries. Data from Iwata (1960), and Price (1973)
1937	price1974energy	Hymenoptera	Pleolophus			8.4										Mean number of ovarioles per female, mean volume per egg in mm 3 , and mean total egg volume of mature eggs carried at any one time (total reproductive effort) in a sam,ple from, each of 13 subfamilies of Ichneumonidae. These are ranked in order of increasing egg production as estimated by the number of mature eggs contained in both ovaries. Data from Iwata (1960), and Price (1973)
